respondent_id,race,gender,sexual_orientation,education,employment,income,age,ethnicity,state
111075,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 100k 150k,57,non-hispanic,Virginia
312405,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 100k 150k,99,non-hispanic,New Hampshire
263220,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: less 10k,30,non-hispanic,Maryland
363292,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Gay,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: 75k 100k,89,non-hispanic,Louisiana
25400,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 75k 100k,98,hispanic,Montana
287467,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,117,non-hispanic,Colorado
18913,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 10k 25k,105,non-hispanic,Alabama
264636,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Skip,111,non-hispanic,New Mexico
222918,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: 150k 200k,76,non-hispanic,North Carolina
221122,Other,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 75k 100k,62,non-hispanic,Alabama
49712,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: 50k 75k,27,non-hispanic,Idaho
165878,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Skip,118,hispanic,California
90575,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Unable To Work,Prefer Not To Answer,95,non-hispanic,Massachusetts
124307,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,28,non-hispanic,Nebraska
328174,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Self Employed,Skip,115,non-hispanic,Vermont
89766,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work One Or More,Skip,29,non-hispanic,North Carolina
88624,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 100k 150k,84,non-hispanic,Rhode Island
129182,Skip,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Skip,105,non-hispanic,Texas
7092,What Race Ethnicity: White,Gender Identity: Non Binary,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 25k 35k,18,non-hispanic,Pennsylvania
13822,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: less 10k,72,hispanic,Alaska
120810,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Advanced Degree,Skip,Annual Income: less 10k,85,non-hispanic,New Jersey
87902,Other,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Skip,Annual Income: less 10k,71,non-hispanic,California
188444,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: less 10k,81,non-hispanic,Missouri
95095,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 50k 75k,62,non-hispanic,New Mexico
360683,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Homemaker,Annual Income: 75k 100k,69,non-hispanic,Virginia
227934,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: less 10k,36,non-hispanic,Nevada
352944,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Prefer Not To Answer,106,non-hispanic,Delaware
29199,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Prefer Not To Answer,101,non-hispanic,Virginia
84481,What Race Ethnicity: Hispanic,Gender Identity: Woman,Skip,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: 100k 150k,41,hispanic,Hawaii
118411,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: 10k 25k,116,non-hispanic,Nebraska
146630,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: 75k 100k,41,non-hispanic,New Hampshire
285858,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 50k 75k,106,non-hispanic,South Dakota
221919,Other,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,38,non-hispanic,Rhode Island
72020,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 50k 75k,26,non-hispanic,Rhode Island
166392,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Prefer Not To Answer,19,non-hispanic,District of Columbia
44774,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Out Of Work One Or More,Annual Income: 35k 50k,93,non-hispanic,West Virginia
238158,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 150k 200k,20,hispanic,Missouri
70207,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 10k 25k,93,non-hispanic,New Jersey
60680,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,31,non-hispanic,Wisconsin
347387,What Race Ethnicity: Hispanic,Skip,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Student,Skip,52,hispanic,Massachusetts
181970,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Homemaker,Annual Income: 10k 25k,99,non-hispanic,Rhode Island
342430,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 35k 50k,49,non-hispanic,New York
52520,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Skip,83,non-hispanic,Kansas
360100,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 50k 75k,18,non-hispanic,Montana
355720,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 50k 75k,28,hispanic,West Virginia
87299,Skip,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: 50k 75k,65,non-hispanic,Indiana
321768,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 25k 35k,118,non-hispanic,North Carolina
344788,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 100k 150k,100,non-hispanic,Alabama
341792,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Bisexual,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 10k 25k,68,non-hispanic,Alabama
78702,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 50k 75k,77,non-hispanic,Virginia
248871,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 75k 100k,60,non-hispanic,West Virginia
179282,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Student,Skip,21,non-hispanic,Massachusetts
162572,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Homemaker,Annual Income: less 10k,74,hispanic,Louisiana
133643,What Race Ethnicity: Black,Skip,Skip,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,75,non-hispanic,Utah
63584,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: less 10k,101,non-hispanic,Florida
211118,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 50k 75k,51,non-hispanic,Kentucky
311761,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Prefer Not To Answer,Annual Income: less 10k,91,hispanic,Arkansas
995,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Out Of Work Less Than One,Annual Income: 75k 100k,104,non-hispanic,Kansas
19153,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 10k 25k,58,non-hispanic,Illinois
798,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,67,non-hispanic,Alaska
345885,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Prefer Not To Answer,54,hispanic,Idaho
136515,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 50k 75k,68,hispanic,Maryland
205861,What Race Ethnicity: Black,Gender Identity: Man,Prefer Not To Answer,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 35k 50k,79,non-hispanic,Pennsylvania
341616,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: None,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,106,non-hispanic,Wisconsin
90271,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Prefer Not To Answer,42,non-hispanic,New Hampshire
209379,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,112,non-hispanic,Connecticut
305936,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Skip,Annual Income: 35k 50k,18,non-hispanic,New York
280105,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 10k 25k,117,hispanic,Florida
203070,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: more 200k,47,non-hispanic,Oregon
225321,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: less 10k,49,hispanic,Alaska
274407,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: less 10k,113,non-hispanic,Connecticut
318124,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 35k 50k,103,non-hispanic,Georgia
171599,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work Less Than One,Annual Income: 100k 150k,68,non-hispanic,Virginia
279902,What Race Ethnicity: White,Gender Identity: Woman,Skip,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 10k 25k,28,non-hispanic,Michigan
220210,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 35k 50k,28,non-hispanic,North Carolina
359010,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 25k 35k,103,hispanic,Missouri
274715,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Skip,Employment Status: Unable To Work,Annual Income: less 10k,88,non-hispanic,Illinois
160359,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Prefer Not To Answer,Annual Income: 10k 25k,106,non-hispanic,Maine
13576,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: less 10k,79,non-hispanic,Louisiana
38542,What Race Ethnicity: Asian,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: 75k 100k,113,non-hispanic,Rhode Island
342045,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Unable To Work,Annual Income: 25k 35k,59,non-hispanic,Indiana
210365,Other,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 35k 50k,104,non-hispanic,Wisconsin
214487,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Skip,87,non-hispanic,Tennessee
326654,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: None,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Prefer Not To Answer,71,non-hispanic,Michigan
60465,Skip,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: 10k 25k,75,non-hispanic,Kansas
43337,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: 10k 25k,41,non-hispanic,Ohio
179100,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Self Employed,Skip,57,non-hispanic,Texas
301467,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 150k 200k,46,hispanic,Nevada
310881,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: One Through Four,Employment Status: Employed For Wages,Annual Income: 50k 75k,89,non-hispanic,Colorado
358670,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: 10k 25k,72,non-hispanic,Wyoming
61598,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 35k 50k,35,non-hispanic,Louisiana
210170,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 25k 35k,35,non-hispanic,South Carolina
204656,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Prefer Not To Answer,Annual Income: 10k 25k,73,non-hispanic,California
35043,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Student,Annual Income: 75k 100k,46,non-hispanic,Texas
259977,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 100k 150k,104,hispanic,Alaska
162183,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Unable To Work,Annual Income: less 10k,53,non-hispanic,Michigan
294915,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Annual Income: 25k 35k,91,non-hispanic,Georgia
200979,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: more 200k,118,hispanic,New Hampshire
305300,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: 25k 35k,117,hispanic,West Virginia
334069,What Race Ethnicity: Hispanic,Skip,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: less 10k,105,hispanic,Illinois
285012,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 25k 35k,50,non-hispanic,North Carolina
109774,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 75k 100k,44,non-hispanic,Michigan
176161,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: 100k 150k,115,non-hispanic,Wyoming
117713,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Prefer Not To Answer,Employment Status: Employed For Wages,Prefer Not To Answer,107,non-hispanic,Iowa
303960,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Prefer Not To Answer,Employment Status: Employed For Wages,Prefer Not To Answer,48,non-hispanic,California
278559,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Skip,32,hispanic,New Mexico
314844,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Gay,Highest Grade: College Graduate,Employment Status: Self Employed,Annual Income: 150k 200k,57,hispanic,Washington
317547,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 25k 35k,63,non-hispanic,Nebraska
199809,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Retired,Annual Income: less 10k,115,hispanic,Ohio
134797,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 10k 25k,75,non-hispanic,Pennsylvania
101238,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Bisexual,Skip,Employment Status: Self Employed,Annual Income: less 10k,67,non-hispanic,Vermont
179465,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Prefer Not To Answer,116,hispanic,Michigan
145884,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Student,Annual Income: 35k 50k,20,non-hispanic,District of Columbia
310082,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,101,non-hispanic,New Jersey
228443,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Skip,68,non-hispanic,Colorado
366441,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Prefer Not To Answer,19,non-hispanic,Connecticut
14164,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: 100k 150k,82,non-hispanic,Connecticut
362095,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 100k 150k,33,non-hispanic,Michigan
312751,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 100k 150k,116,non-hispanic,Iowa
7927,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 50k 75k,18,non-hispanic,New Mexico
115495,Other,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: more 200k,19,non-hispanic,North Dakota
267745,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Out Of Work One Or More,Annual Income: 25k 35k,47,non-hispanic,Pennsylvania
75582,What Race Ethnicity: Hispanic,Gender Identity: Man,Skip,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 75k 100k,75,hispanic,Louisiana
302334,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 10k 25k,29,non-hispanic,North Dakota
135680,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: 35k 50k,36,non-hispanic,District of Columbia
38960,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: less 10k,38,hispanic,South Dakota
273143,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Out Of Work One Or More,Annual Income: 35k 50k,89,non-hispanic,Rhode Island
183812,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Self Employed,Annual Income: 75k 100k,27,non-hispanic,Illinois
114239,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Self Employed,Annual Income: 100k 150k,61,non-hispanic,Mississippi
361070,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Bisexual,Highest Grade: Twelve Or GED,Employment Status: Unable To Work,Annual Income: less 10k,52,non-hispanic,Alaska
258406,What Race Ethnicity: Asian,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 50k 75k,75,non-hispanic,Iowa
246223,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Employed For Wages,Annual Income: 100k 150k,106,hispanic,Louisiana
307344,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Unable To Work,Annual Income: less 10k,119,non-hispanic,New York
96095,More than one race/ethnicity,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Unable To Work,Annual Income: less 10k,73,non-hispanic,Nebraska
57564,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Skip,Employment Status: Employed For Wages,Annual Income: 50k 75k,29,non-hispanic,Ohio
257071,What Race Ethnicity: White,Skip,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 10k 25k,58,non-hispanic,Kansas
36188,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Self Employed,Annual Income: 100k 150k,55,non-hispanic,Massachusetts
126971,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Employed For Wages,Skip,20,hispanic,Iowa
266287,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Homemaker,Prefer Not To Answer,117,non-hispanic,New Hampshire
218595,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Student,Annual Income: 25k 35k,67,non-hispanic,New Jersey
316152,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Retired,Prefer Not To Answer,85,non-hispanic,Maine
201011,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Annual Income: more 200k,87,non-hispanic,North Carolina
245994,What Race Ethnicity: Black,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Twelve Or GED,Employment Status: Out Of Work Less Than One,Annual Income: 100k 150k,107,non-hispanic,Utah
323234,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Employed For Wages,Annual Income: 50k 75k,72,non-hispanic,South Carolina
98136,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Employed For Wages,Annual Income: 25k 35k,28,non-hispanic,South Carolina
12651,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Student,Annual Income: 50k 75k,23,non-hispanic,New Hampshire
120773,What Race Ethnicity: White,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: Nine Through Eleven,Employment Status: Employed For Wages,Annual Income: less 10k,32,non-hispanic,Nevada
165524,What Race Ethnicity: Black,Gender Identity: Woman,Sexual Orientation: Straight,Skip,Employment Status: Retired,Annual Income: more 200k,90,non-hispanic,South Dakota
211768,What Race Ethnicity: Hispanic,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: College Graduate,Employment Status: Retired,Annual Income: 75k 100k,33,hispanic,Washington
306125,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Retired,Annual Income: 50k 75k,65,non-hispanic,Illinois
223427,More than one race/ethnicity,Gender Identity: Man,Sexual Orientation: Gay,Highest Grade: College One to Three,Employment Status: Out Of Work Less Than One,Annual Income: 35k 50k,75,non-hispanic,Maryland
267317,What Race Ethnicity: White,Gender Identity: Woman,Sexual Orientation: Straight,Highest Grade: Advanced Degree,Employment Status: Out Of Work One Or More,Annual Income: 10k 25k,119,non-hispanic,West Virginia
265983,What Race Ethnicity: Hispanic,Gender Identity: Man,Sexual Orientation: Straight,Highest Grade: College One to Three,Employment Status: Employed For Wages,Skip,79,hispanic,West Virginia
